Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
686000000000,muskan,28,1747520,1,High,Luxury Features,Low Interest,Region-3,Female
229000000000,mudsay,70,1643520,1,High,Environment Friendly,No Down Payment,Region-3,Male
413000000000,rubbi,25,1883750,1,Medium,Luxury Features,No Down Payment,Region-40,Female
703000000000,nagma,42,1821406,1,Medium,Environment Friendly,No Down Payment,Region-80,Male
925000000000,ruksar,57,1549557,0,Low,Long Range,Low Interest,Region-76,Female
616000000000,komal,49,478308,1,Medium,Fast Charging,No Down Payment,Region-63,Female
811000000000,smt. sushma,41,870093,1,Low,Affordable Price,Flexible EMI,Region-51,Male
582000000000,alka,45,1335790,0,High,Long Range,No Down Payment,Region-1,Female
306000000000,smt. chancal,31,1461341,0,Low,Fast Charging,Flexible EMI,Region-51,Male
548000000000,ruby,62,1377264,0,Medium,Environment Friendly,Low Interest,Region-4,Male
564000000000,kusuma,20,1228567,2,Medium,Affordable Price,Flexible EMI,Region-81,Male
28229242473,himanshi,53,1633809,1,High,Luxury Features,No Down Payment,Region-83,Male
976000000000,smt. sushma,44,749158,0,Medium,Long Range,No Down Payment,Region-4,Male
776000000000,sumnesh,37,1268057,2,Medium,Luxury Features,No Down Payment,Region-47,Male
682000000000,neha,64,857873,0,Medium,Affordable Price,No Down Payment,Region-39,Female
51448358741,heena,32,1289243,0,Medium,Long Range,No Down Payment,Region-84,Male
799000000000,shivani,44,1014364,2,High,Long Range,No Down Payment,Region-49,Male
578000000000,reena,70,1598898,2,High,Luxury Features,Low Interest,Region-57,Male
41618041512,lali @ deepa,62,550483,1,High,Luxury Features,No Down Payment,Region-39,Female
923000000000,zareena,58,302438,1,Low,Fast Charging,Flexible EMI,Region-68,Male
75159139106,minakshi,45,655239,1,Medium,Luxury Features,Flexible EMI,Region-17,Female
450000000000,aarti,42,716428,2,Low,Environment Friendly,Flexible EMI,Region-15,Female
613000000000,karishma,59,765393,1,Medium,Fast Charging,Low Interest,Region-28,Male
704000000000,swati,61,1496631,0,Low,Luxury Features,Flexible EMI,Region-16,Male
349000000000,mamta,63,1100458,1,High,Long Range,Flexible EMI,Region-6,Male
64236446282,priyanka,50,1730888,2,High,Luxury Features,Flexible EMI,Region-92,Male
203000000000,seema,63,1866527,2,Medium,Affordable Price,Low Interest,Region-32,Non-binary
279000000000,preeti,31,1273248,1,Medium,Fast Charging,Flexible EMI,Region-81,Male
891000000000,usha,25,1143445,1,Medium,Long Range,Flexible EMI,Region-25,Female
183000000000,jasoda,65,351039,0,High,Luxury Features,Low Interest,Region-39,Male
34174716789,poonam,31,1005191,1,High,Affordable Price,No Down Payment,Region-17,Male
363000000000,shathi davi,18,1826964,1,Medium,Fast Charging,Flexible EMI,Region-46,Male
71828118241,nimla sharama,33,989963,0,Medium,Fast Charging,No Down Payment,Region-79,Female
150000000000,menadevi,35,1295262,2,Medium,Fast Charging,Flexible EMI,Region-53,Female
893000000000,sut. suman khatik,24,1285217,2,Medium,Long Range,Low Interest,Region-51,Female
600000000000,sameem,32,1979310,0,Medium,Luxury Features,No Down Payment,Region-18,Female
875000000000,shrishti,41,1184884,2,High,Long Range,Low Interest,Region-20,Male
424000000000,bharti,66,1333687,1,Medium,Environment Friendly,No Down Payment,Region-87,Male
792000000000,jyoty,68,706321,1,Medium,Luxury Features,Low Interest,Region-5,Male
556000000000,gudya singh,72,1579696,2,High,Environment Friendly,No Down Payment,Region-62,Male
510000000000,sunita,30,629326,0,High,Luxury Features,No Down Payment,Region-12,Female
636000000000,meena,26,876435,1,High,Fast Charging,No Down Payment,Region-81,Female
25756165815,pooja,73,1076691,1,Low,Long Range,Flexible EMI,Region-30,Male
735000000000,laxami,73,1948264,1,Medium,Environment Friendly,No Down Payment,Region-83,Male
777000000000,meghana,32,870722,1,Medium,Fast Charging,No Down Payment,Region-96,Male
27964007474,kangana,74,1375091,0,Medium,Fast Charging,Flexible EMI,Region-16,Female
66055423777,garima,52,1568946,1,Low,Environment Friendly,Flexible EMI,Region-2,Male
880000000000,nandni,41,1930865,0,Medium,Luxury Features,Low Interest,Region-76,Female
430000000000,lalita devi,50,1013757,0,High,Environment Friendly,Low Interest,Region-3,Male
717000000000,nazrin,33,1016775,0,Medium,Long Range,Flexible EMI,Region-8,Non-binary
24425356891,saraswati,25,1234464,1,Medium,Affordable Price,Flexible EMI,Region-37,Male
564000000000,bhatri,46,1720311,2,Medium,Luxury Features,Flexible EMI,Region-53,Male
167000000000,rakhi,40,1572791,2,High,Fast Charging,Flexible EMI,Region-55,Female
904000000000,mobsheera haider (shadiya),62,790073,2,Low,Environment Friendly,Flexible EMI,Region-88,Male
207000000000,pooja,48,1968713,2,Low,Affordable Price,Low Interest,Region-49,Female
197000000000,montu,57,1189515,0,Low,Environment Friendly,Flexible EMI,Region-89,Male
586000000000,montu,66,1782747,1,High,Affordable Price,Flexible EMI,Region-59,Male
59212704124,kajal,71,509637,1,High,Luxury Features,Low Interest,Region-60,Male
419000000000,pinki,72,1187708,0,Medium,Environment Friendly,No Down Payment,Region-89,Male
252000000000,madhu,31,1667628,1,Low,Environment Friendly,Low Interest,Region-78,Male
300000000000,mudrika,70,1805859,1,Medium,Affordable Price,Low Interest,Region-46,Male
94615744367,radhika,47,1598284,2,Low,Long Range,Flexible EMI,Region-100,Female
994000000000,madhu,70,1797488,1,Low,Fast Charging,No Down Payment,Region-63,Female
300000000000,devi sharma,56,1180480,3,Medium,Affordable Price,Low Interest,Region-79,Male
108000000000,shivani,44,1556324,0,High,Environment Friendly,No Down Payment,Region-32,Female
473000000000,muskan,64,547387,0,High,Affordable Price,Low Interest,Region-66,Male
727000000000,poonam,33,970207,3,High,Affordable Price,Flexible EMI,Region-85,Male
328000000000,sonia,68,1002551,0,High,Environment Friendly,Low Interest,Region-4,Female
148000000000,gytri garg,23,1213457,1,High,Environment Friendly,Low Interest,Region-29,Male
90435620548,shashi @ kajal,72,1770566,1,Medium,Long Range,Low Interest,Region-49,Female
344000000000,suganti @ sonali,50,951631,2,High,Long Range,No Down Payment,Region-93,Male
644000000000,swati singh,61,1881991,0,Medium,Long Range,No Down Payment,Region-23,Female
889000000000,laxmi,35,1466827,0,Low,Environment Friendly,Flexible EMI,Region-3,Male
719000000000,nekki,33,983565,1,High,Luxury Features,No Down Payment,Region-54,Female
385000000000,rajni,29,1841898,1,High,Long Range,No Down Payment,Region-21,Male
170000000000,poonam,37,1167595,1,High,Fast Charging,No Down Payment,Region-80,Male
894000000000,khushi,62,1538412,2,High,Luxury Features,Flexible EMI,Region-44,Female
829000000000,kureja,57,1204711,1,Medium,Long Range,Flexible EMI,Region-20,Male
614000000000,anupama,46,1974688,2,Medium,Fast Charging,Flexible EMI,Region-99,Male
145000000000,anupama,47,1911528,0,Medium,Environment Friendly,Flexible EMI,Region-57,Male
800000000000,sheetal,43,356795,1,High,Fast Charging,Low Interest,Region-69,Male
108000000000,rekha,39,1470305,3,Medium,Long Range,Flexible EMI,Region-90,Female
670000000000,deepika,50,987693,1,Medium,Affordable Price,Flexible EMI,Region-71,Male
470000000000,gyatri,70,1593196,0,High,Affordable Price,Low Interest,Region-52,Male
152000000000,raj rani,56,1384655,3,High,Fast Charging,Low Interest,Region-80,Male
643000000000,ridhima,64,1432801,1,Low,Environment Friendly,No Down Payment,Region-17,Male
112000000000,rekha kumari,46,1897123,2,High,Luxury Features,No Down Payment,Region-66,Female
349000000000,nisha hajra,39,588715,0,Low,Affordable Price,Flexible EMI,Region-12,Male
916000000000,naseeba,62,1399695,1,High,Luxury Features,No Down Payment,Region-58,Male
996000000000,isha naaz,30,570153,2,High,Environment Friendly,Low Interest,Region-77,Female
522000000000,shivani,26,1458786,1,Medium,Affordable Price,No Down Payment,Region-5,Female
998000000000,jeenat,41,1852323,0,Low,Environment Friendly,No Down Payment,Region-80,Male
886000000000,ruksana bano,32,1672549,0,Low,Long Range,Flexible EMI,Region-92,Female
698000000000,soniya,53,600374,0,High,Luxury Features,Low Interest,Region-72,Male
749000000000,sarita,30,1459940,1,Low,Long Range,Low Interest,Region-56,Male
120000000000,biwa kumari,44,1666769,1,Medium,Environment Friendly,No Down Payment,Region-92,Female
379000000000,gayatri,61,1712482,0,High,Environment Friendly,No Down Payment,Region-46,Male
583000000000,ridhima,54,1733993,0,High,Fast Charging,No Down Payment,Region-72,Male
60809299250,sunita verma,24,681610,1,Medium,Fast Charging,Flexible EMI,Region-93,Female
344000000000,komal,25,943341,1,Medium,Affordable Price,No Down Payment,Region-18,Female
98964542776,kanchan,54,1782107,1,High,Long Range,No Down Payment,Region-44,Female
322000000000,megha bansal,58,1181450,1,Low,Long Range,Flexible EMI,Region-43,Female
948000000000,neni,31,1119227,2,Medium,Environment Friendly,Low Interest,Region-80,Female
889000000000,sangeeta,29,938100,0,Low,Fast Charging,Flexible EMI,Region-90,Non-binary
960000000000,surjeet kaur,53,1958275,1,Medium,Luxury Features,No Down Payment,Region-86,Female
90943579745,tina,69,601335,1,Medium,Environment Friendly,No Down Payment,Region-79,Male
9692032842,swati,57,485525,0,High,Long Range,Low Interest,Region-77,Male
871000000000,nisha kapoor,34,1361029,1,Medium,Long Range,Flexible EMI,Region-22,Female
248000000000,shivani,57,1469424,2,Low,Environment Friendly,No Down Payment,Region-60,Female
401000000000,parwati,70,1792117,0,Medium,Environment Friendly,Low Interest,Region-85,Female
802000000000,anjali,46,1266994,0,High,Environment Friendly,No Down Payment,Region-63,Female
809000000000,kanta,44,1292300,1,High,Long Range,Low Interest,Region-24,Male
925000000000,priyanka,18,874281,1,Low,Luxury Features,No Down Payment,Region-65,Male
140000000000,prema devi,69,1721500,1,High,Long Range,No Down Payment,Region-29,Female
713000000000,maya kumari,51,345706,1,Low,Environment Friendly,Low Interest,Region-1,Female
920000000000,sajida,21,823324,3,Medium,Fast Charging,Low Interest,Region-1,Female
56370859145,disha,41,808197,0,Medium,Luxury Features,No Down Payment,Region-73,Male
842000000000,geeta,38,1522465,0,Medium,Affordable Price,Low Interest,Region-21,Male
16206855034,minakxi,50,1964298,0,High,Long Range,No Down Payment,Region-78,Male
528000000000,munni,24,875087,1,Medium,Luxury Features,No Down Payment,Region-28,Female
812000000000,smt. vidhya tiwari,18,943874,1,High,Luxury Features,Flexible EMI,Region-18,Male
156000000000,nisha,58,360964,3,Medium,Environment Friendly,No Down Payment,Region-97,Male
12541085385,pooja,20,1795470,1,High,Luxury Features,No Down Payment,Region-52,Male
362000000000,ranjeeta,61,1550798,1,High,Long Range,Low Interest,Region-66,Female
744000000000,smt. shweta gupta,68,659523,0,Low,Fast Charging,Flexible EMI,Region-98,Male
308000000000,anam,32,1982851,1,Medium,Luxury Features,Low Interest,Region-88,Female
344000000000,vibha,48,1294727,0,High,Long Range,Low Interest,Region-62,Male
820000000000,roshan,71,828089,2,Medium,Environment Friendly,No Down Payment,Region-19,Male
140000000000,krishna,33,1782840,1,Medium,Luxury Features,No Down Payment,Region-2,Male
293000000000,asha devi,27,1126576,0,Medium,Affordable Price,No Down Payment,Region-70,Female
858000000000,resham yadav,71,965508,1,Low,Affordable Price,Low Interest,Region-55,Female
683000000000,pavitra,46,1460940,0,Medium,Fast Charging,Low Interest,Region-79,Male
630000000000,manpreet kaur @ preet,23,1169251,1,High,Environment Friendly,No Down Payment,Region-57,Male
469000000000,rekha,46,975221,0,Medium,Long Range,Low Interest,Region-11,Female
107000000000,bigan mehto,34,754933,1,High,Luxury Features,Flexible EMI,Region-16,Female
803000000000,lalita,70,1502128,1,High,Long Range,Flexible EMI,Region-85,Male
281000000000,razia,39,318637,1,Low,Affordable Price,Flexible EMI,Region-62,Male
559000000000,pushpa,41,1802096,1,Medium,Environment Friendly,Low Interest,Region-27,Male
24227111792,aman jeet,34,1920295,0,Low,Long Range,Flexible EMI,Region-22,Female
421000000000,aman,38,924225,1,High,Luxury Features,No Down Payment,Region-3,Male
832000000000,indra,68,1306425,1,High,Environment Friendly,No Down Payment,Region-3,Male
984000000000,devi kanwar,67,618316,1,High,Luxury Features,No Down Payment,Region-21,Male
708000000000,neha,28,1374013,3,High,Luxury Features,Flexible EMI,Region-43,Female
662000000000,sunita,73,1749941,0,Medium,Environment Friendly,Flexible EMI,Region-70,Male
877000000000,neetu,24,1756463,1,Medium,Environment Friendly,Low Interest,Region-89,Male
776000000000,manju kumari,59,796221,1,Medium,Luxury Features,No Down Payment,Region-37,Male
820000000000,parul,56,323119,1,Medium,Affordable Price,Low Interest,Region-94,Female
432000000000,mansi,22,1001477,1,Medium,Luxury Features,Flexible EMI,Region-56,Female
722000000000,sabbo bano,61,1578965,0,Low,Environment Friendly,Low Interest,Region-39,Male
178000000000,bimlesh,65,1758071,1,Medium,Fast Charging,No Down Payment,Region-20,Female
249000000000,chhabi rani dass,74,530882,0,Low,Long Range,Low Interest,Region-65,Female
872000000000,rubi,38,1605733,1,Medium,Luxury Features,Low Interest,Region-35,Female
150000000000,pooja,35,776113,1,Medium,Long Range,Flexible EMI,Region-43,Non-binary
423000000000,anshu,52,1933669,0,Low,Luxury Features,Flexible EMI,Region-90,Male
258000000000,bindiya,37,1366777,1,High,Luxury Features,Flexible EMI,Region-21,Female
566000000000,manisha,32,1606212,0,Medium,Fast Charging,Flexible EMI,Region-10,Female
598000000000,rajni,22,328634,1,Low,Environment Friendly,No Down Payment,Region-45,Male
250000000000,pooja,30,704042,1,Medium,Affordable Price,No Down Payment,Region-93,Non-binary
648000000000,santosh,68,1697541,1,Low,Environment Friendly,Low Interest,Region-3,Female
431000000000,seema,29,805341,2,High,Long Range,No Down Payment,Region-43,Male
148000000000,seema,72,607919,1,Medium,Long Range,Low Interest,Region-52,Male
23650330155,tara kanwar,38,1737266,0,Low,Luxury Features,Flexible EMI,Region-41,Male
313000000000,sarojini,54,414090,2,Medium,Environment Friendly,Low Interest,Region-41,Female
941000000000,phulkana,23,1947540,0,Medium,Fast Charging,Low Interest,Region-77,Non-binary
969000000000,kiran,24,1355374,1,High,Affordable Price,No Down Payment,Region-9,Female
37164021658,sapna,43,808377,2,High,Environment Friendly,Low Interest,Region-46,Female
534000000000,krishka,59,759319,1,Medium,Luxury Features,No Down Payment,Region-16,Female
826000000000,ilema,65,1950024,0,Low,Long Range,Low Interest,Region-47,Male
720000000000,sonam,25,1426327,0,Low,Environment Friendly,No Down Payment,Region-28,Female
724000000000,khushi,26,1291006,0,Medium,Long Range,Flexible EMI,Region-28,Female
479000000000,sahar bano,44,482482,1,Low,Luxury Features,No Down Payment,Region-75,Non-binary
906000000000,sahiba,21,1651608,0,Medium,Long Range,Flexible EMI,Region-94,Female
184000000000,rita,38,1659767,1,Medium,Luxury Features,No Down Payment,Region-11,Male
362000000000,pinki,48,671784,1,Medium,Affordable Price,Flexible EMI,Region-29,Female
294000000000,nisha,38,664758,2,Medium,Fast Charging,Flexible EMI,Region-56,Male
951000000000,chandni,57,1394531,2,Medium,Long Range,No Down Payment,Region-76,Female
718000000000,chandni,42,1592041,2,High,Environment Friendly,Flexible EMI,Region-72,Female
394000000000,himanshi,56,989224,0,Low,Affordable Price,Low Interest,Region-57,Male
626000000000,sunita,32,1207730,1,High,Fast Charging,Low Interest,Region-53,Female
690000000000,akansha,70,1820910,1,High,Environment Friendly,Flexible EMI,Region-74,Female
577000000000,gayatri @ rani,52,1958354,0,Medium,Environment Friendly,Flexible EMI,Region-59,Female
767000000000,pooja,66,1649985,1,Low,Luxury Features,Flexible EMI,Region-35,Female
819000000000,nisha,60,1919177,2,Medium,Fast Charging,No Down Payment,Region-52,Female
462000000000,bimla,58,1392926,0,High,Environment Friendly,Low Interest,Region-36,Male
546000000000,rada,54,1495026,0,Medium,Environment Friendly,Flexible EMI,Region-77,Male
526000000000,maya,74,1597982,0,Low,Environment Friendly,Flexible EMI,Region-58,Male
674000000000,rahina,59,1549463,1,Medium,Affordable Price,No Down Payment,Region-91,Male
10833099061,parvesh kumari,64,1114356,2,Medium,Fast Charging,Low Interest,Region-2,Male
479000000000,manorma,45,1169025,0,Medium,Luxury Features,Flexible EMI,Region-28,Female
221000000000,sapna,31,1203922,1,High,Affordable Price,Low Interest,Region-98,Female
963000000000,neha,21,1355888,2,Low,Affordable Price,No Down Payment,Region-85,Male
574000000000,kirti ahuja,70,1462320,1,Medium,Affordable Price,Low Interest,Region-70,Male
980000000000,alam aara,37,531745,1,Medium,Luxury Features,Flexible EMI,Region-63,Male
759000000000,priti rawat,51,517522,0,Medium,Luxury Features,Flexible EMI,Region-52,Female
219000000000,suman,29,578336,1,Low,Affordable Price,Low Interest,Region-60,Female
307000000000,kum mamta,50,972810,1,High,Affordable Price,No Down Payment,Region-90,Female
534000000000,tamsa,41,1536873,1,High,Long Range,No Down Payment,Region-36,Male
820000000000,hoor bano,37,398991,0,High,Luxury Features,No Down Payment,Region-82,Male
508000000000,bhawana jat,22,1427287,0,Medium,Environment Friendly,No Down Payment,Region-62,Male
691000000000,sunita with her daughter,55,965655,1,Medium,Fast Charging,Flexible EMI,Region-43,Male
553000000000,sangeeta,47,1355350,1,Medium,Fast Charging,Low Interest,Region-39,Female
512000000000,sangeeta,41,939395,2,Medium,Fast Charging,Flexible EMI,Region-5,Female
947000000000,harneet kaur,60,724502,2,High,Affordable Price,Low Interest,Region-90,Male
433000000000,harneet kaur,57,528552,0,High,Luxury Features,Low Interest,Region-75,Female
3058059708,roshani,24,896715,2,High,Long Range,No Down Payment,Region-50,Female
409000000000,radha,53,387513,0,Medium,Long Range,No Down Payment,Region-16,Female
529000000000,deepa,55,1674734,1,Low,Fast Charging,Low Interest,Region-83,Female
640000000000,mansi raghav,33,1051247,1,Medium,Environment Friendly,Low Interest,Region-52,Female
625000000000,jyoti,69,506924,0,High,Environment Friendly,Low Interest,Region-69,Male
272000000000,pooja,32,1141688,0,High,Environment Friendly,Flexible EMI,Region-71,Male
801000000000,sarita devi,63,923031,1,Low,Environment Friendly,Low Interest,Region-3,Female
831000000000,laxmi,40,1538278,1,High,Long Range,Flexible EMI,Region-89,Female
70481686789,vimla,29,546968,1,High,Long Range,Low Interest,Region-10,Female
537000000000,preeti,46,1138147,1,High,Luxury Features,No Down Payment,Region-51,Female
535000000000,sukhbir kaur,61,1356042,2,Medium,Long Range,Low Interest,Region-69,Female
646000000000,seema,65,1104069,1,High,Luxury Features,Low Interest,Region-32,Female
216000000000,saveta,32,1741144,1,High,Luxury Features,Flexible EMI,Region-96,Male
984000000000,rakhi chauhan,46,368745,1,Medium,Affordable Price,Low Interest,Region-5,Male
415000000000,rani,62,1909181,0,High,Long Range,Flexible EMI,Region-43,Male
83051927317,kafia,60,1482726,0,High,Environment Friendly,Flexible EMI,Region-83,Male
311000000000,minakshi,66,1244803,1,Medium,Fast Charging,No Down Payment,Region-12,Female
742000000000,smt sarita,38,827831,1,Low,Luxury Features,No Down Payment,Region-31,Male
715000000000,shabana @ gudiya,32,1733510,3,High,Fast Charging,No Down Payment,Region-81,Female
347000000000,madhu @ anita,31,787843,0,High,Environment Friendly,No Down Payment,Region-22,Female
446000000000,rubby,59,1399628,0,High,Luxury Features,Flexible EMI,Region-59,Male
422000000000,ankita kanwar rathore,61,1311987,0,Medium,Luxury Features,Low Interest,Region-52,Male
410000000000,meera,33,1894928,0,Low,Long Range,Flexible EMI,Region-47,Male
801000000000,manisha,32,896575,1,High,Affordable Price,No Down Payment,Region-86,Male
681000000000,chand mundari@geeta,59,904730,3,Medium,Fast Charging,Low Interest,Region-49,Female
923000000000,kinya devi @ pinu,21,944838,1,High,Environment Friendly,Flexible EMI,Region-56,Male
637000000000,pooja,44,776848,1,Medium,Affordable Price,Low Interest,Region-90,Female
140000000000,shikha rai,40,314425,1,High,Affordable Price,Flexible EMI,Region-31,Male
292000000000,kajal,46,613625,0,Low,Long Range,Low Interest,Region-59,Female
829000000000,priti,58,377347,2,Medium,Luxury Features,Low Interest,Region-70,Male
309000000000,kanika sharma,70,1824906,1,High,Environment Friendly,No Down Payment,Region-76,Female
710000000000,pallavi,69,1945181,0,Low,Affordable Price,No Down Payment,Region-43,Female
393000000000,sakshi,26,816066,1,High,Affordable Price,Low Interest,Region-91,Female
540000000000,asgari bagam,70,1828618,1,High,Fast Charging,Low Interest,Region-81,Female
636000000000,mumtaz @ babi,74,1399106,0,Low,Environment Friendly,No Down Payment,Region-74,Male
997000000000,ruksar,73,1691819,0,High,Environment Friendly,Flexible EMI,Region-5,Female
216000000000,kavita harijan,69,1636608,1,Low,Affordable Price,Low Interest,Region-4,Male
392000000000,sunita,60,982851,0,Medium,Luxury Features,Flexible EMI,Region-15,Female
430000000000,anupam,60,1330605,0,Low,Environment Friendly,No Down Payment,Region-2,Female
643000000000,karishma,24,1249856,1,Medium,Environment Friendly,Low Interest,Region-49,Male
395000000000,parniti,70,1857229,1,High,Fast Charging,Flexible EMI,Region-56,Female
352000000000,ruksar,59,627980,1,Low,Fast Charging,No Down Payment,Region-8,Female
222000000000,pappy,21,468535,3,High,Fast Charging,Low Interest,Region-16,Female
70530708521,raziya,22,910832,1,Medium,Luxury Features,Flexible EMI,Region-64,Female
971000000000,payal,22,1936491,1,Medium,Luxury Features,Low Interest,Region-84,Male
748000000000,neeru,28,713437,2,Medium,Environment Friendly,Flexible EMI,Region-24,Male
568000000000,anita bai,58,802270,1,Medium,Luxury Features,Flexible EMI,Region-99,Male
534000000000,mohini,45,1476921,0,Low,Fast Charging,Low Interest,Region-55,Female
290000000000,diksha rani,33,1827629,1,Low,Luxury Features,No Down Payment,Region-54,Female
429000000000,jamila khatoon,58,897131,1,Low,Environment Friendly,Low Interest,Region-81,Female
244000000000,preeti,71,1268817,1,Medium,Affordable Price,No Down Payment,Region-69,Male
659000000000,sabhana,47,329251,3,Low,Long Range,Flexible EMI,Region-78,Female
133000000000,durgash urf mahi,21,1788378,1,Medium,Luxury Features,Flexible EMI,Region-78,Male
575000000000,smt laxmi,19,1947282,2,Low,Affordable Price,Flexible EMI,Region-60,Non-binary
692000000000,rupa verma,63,1271388,0,Low,Environment Friendly,No Down Payment,Region-31,Male
285000000000,km varsha,20,1139052,1,High,Affordable Price,Flexible EMI,Region-20,Male
474000000000,ankita,67,1882904,2,High,Affordable Price,Low Interest,Region-77,Female
729000000000,seema,38,1289181,0,Low,Affordable Price,Flexible EMI,Region-54,Female
544000000000,namarta,23,1525526,0,High,Fast Charging,No Down Payment,Region-9,Female
772000000000,guddi with 02 children,60,699185,1,Medium,Luxury Features,No Down Payment,Region-34,Male
401000000000,phoolmani,70,1361738,1,Low,Affordable Price,Low Interest,Region-76,Male
716000000000,yogita,35,1938299,0,High,Environment Friendly,Low Interest,Region-80,Female
767000000000,shiwani,61,1610565,1,Low,Long Range,No Down Payment,Region-65,Male
556000000000,parveen khatun,22,1991368,0,Low,Long Range,No Down Payment,Region-16,Female
10551917856,kajal,26,1685387,1,High,Long Range,Low Interest,Region-70,Male
347000000000,saroj,37,1739378,3,Medium,Fast Charging,Low Interest,Region-84,Female
356000000000,anju goyal,45,829325,0,High,Luxury Features,Low Interest,Region-6,Female
131000000000,jyoti,43,622670,0,Medium,Long Range,Low Interest,Region-35,Male
25632933095,renu,35,1494341,1,Medium,Fast Charging,No Down Payment,Region-3,Female
122000000000,seema,36,1867981,1,Low,Environment Friendly,Flexible EMI,Region-21,Female
43682709095,naseem,20,1178594,0,High,Environment Friendly,No Down Payment,Region-7,Male
164000000000,hemraj,26,1407666,1,Medium,Fast Charging,Low Interest,Region-78,Female
281000000000,sonia,53,1219955,3,Medium,Luxury Features,No Down Payment,Region-30,Male
489000000000,pushpa,48,1938424,1,High,Environment Friendly,Low Interest,Region-22,Male
621000000000,ramwati,66,1747754,1,Low,Luxury Features,No Down Payment,Region-14,Male
189000000000,imrana,34,1318364,1,Low,Fast Charging,Low Interest,Region-55,Female
867000000000,vaishali,72,790167,1,Medium,Environment Friendly,Low Interest,Region-89,Female
726000000000,jasoda,40,1700272,0,Medium,Environment Friendly,No Down Payment,Region-67,Female
867000000000,kripya minch,51,578588,1,Medium,Affordable Price,Low Interest,Region-5,Female
381000000000,pushpa sahu,58,602587,3,Medium,Environment Friendly,Flexible EMI,Region-69,Female
485000000000,chanchal,58,731600,0,High,Long Range,Low Interest,Region-59,Male
592000000000,sonam bano,22,809090,1,Medium,Affordable Price,Low Interest,Region-9,Female
241000000000,savita,32,659373,0,Medium,Fast Charging,Low Interest,Region-48,Male
692000000000,rashika,64,1723034,1,Medium,Long Range,Flexible EMI,Region-37,Male
210000000000,priti,20,1861638,1,High,Long Range,No Down Payment,Region-68,Male
378000000000,chanchal,36,1897112,1,High,Luxury Features,Flexible EMI,Region-20,Female
987000000000,poonam,45,739378,1,Medium,Affordable Price,Flexible EMI,Region-85,Male
112000000000,priyanka,20,998050,0,High,Luxury Features,Flexible EMI,Region-50,Female
607000000000,bilke khatoon,55,1738241,1,Medium,Affordable Price,No Down Payment,Region-24,Male
609000000000,sarita,21,1068112,1,High,Affordable Price,Low Interest,Region-71,Male
402000000000,kajal,41,1416584,0,Medium,Long Range,Flexible EMI,Region-49,Female
284000000000,punam,48,1146741,2,Low,Environment Friendly,Low Interest,Region-8,Male
599000000000,krishna@manisha,62,343237,0,Low,Luxury Features,Flexible EMI,Region-75,Female
30629569598,kavita,62,1213399,1,High,Luxury Features,Flexible EMI,Region-73,Female
495000000000,madhu,28,1618824,1,High,Long Range,Flexible EMI,Region-6,Female
743000000000,kulli devi,54,1956094,1,Low,Environment Friendly,Flexible EMI,Region-40,Male
699000000000,kali,18,1700986,0,Low,Affordable Price,Flexible EMI,Region-81,Male
639000000000,komal berwal,26,859268,1,High,Affordable Price,Flexible EMI,Region-54,Male
144000000000,kumari radha,34,1085345,0,Low,Environment Friendly,No Down Payment,Region-77,Male
282000000000,chotti jha,71,1343637,1,High,Affordable Price,Low Interest,Region-17,Female
853000000000,sivani,18,1947854,1,Medium,Luxury Features,Low Interest,Region-51,Male
934000000000,monika,20,470632,1,High,Luxury Features,No Down Payment,Region-2,Male
61096869533,shamima,64,1620274,2,Low,Luxury Features,Flexible EMI,Region-30,Male
275000000000,smt. muslima bibi,43,1177481,2,Medium,Long Range,No Down Payment,Region-32,Male
531000000000,rama sharma,70,800223,1,High,Affordable Price,No Down Payment,Region-50,Male
480000000000,jyoti,48,1525635,1,Medium,Long Range,No Down Payment,Region-100,Male
692000000000,ranju devi,43,1307802,0,High,Affordable Price,Low Interest,Region-71,Male
21481377383,sunali,40,348167,2,High,Luxury Features,No Down Payment,Region-16,Male
250000000000,zahira,47,1596181,2,Medium,Luxury Features,Flexible EMI,Region-83,Male
872000000000,purnima gosawmi,27,995788,0,Medium,Environment Friendly,No Down Payment,Region-79,Female
437000000000,ruksar,25,1677958,1,High,Affordable Price,Low Interest,Region-55,Male
30455935426,kajal,61,546150,2,Medium,Fast Charging,Low Interest,Region-57,Male
199000000000,suman,42,1365614,0,Medium,Long Range,Flexible EMI,Region-78,Male
245000000000,anshul,39,1764011,1,Medium,Luxury Features,No Down Payment,Region-45,Female
97481837773,nisha singh,32,1221775,1,High,Environment Friendly,Flexible EMI,Region-52,Female
77703444589,anjli,58,1423067,1,High,Environment Friendly,No Down Payment,Region-71,Male
61316991558,himansi,73,1335592,0,High,Luxury Features,Flexible EMI,Region-47,Male
112000000000,reeta and her doughter surabhi,74,1902466,0,High,Affordable Price,Flexible EMI,Region-33,Male
842000000000,manisha,27,1927335,0,Medium,Environment Friendly,Flexible EMI,Region-98,Female
289000000000,neelam,37,1261731,2,Low,Affordable Price,Low Interest,Region-24,Non-binary
792000000000,dharmshila,58,1183513,1,High,Environment Friendly,Low Interest,Region-35,Male
471000000000,hemani,64,847404,1,Medium,Long Range,No Down Payment,Region-64,Male
